Unnamed: 0,ID,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
15136,87615,Male,Loyal Customer,21,Business Travel,Business,3753,3,3,3,3,5,4,5,5,3,2,4,5,5,5,0,0,Satisfied
82881,36408,Female,Disloyal Customer,23,Business Travel,Business,369,4,5,5,3,2,5,2,2,3,2,4,5,4,2,105,101,Satisfied
60831,22896,Male,Disloyal Customer,49,Business Travel,Eco Plus,302,5,5,5,1,3,5,3,3,1,4,1,2,4,3,0,0,Satisfied
30053,37585,Male,Loyal Customer,50,Business Travel,Eco,544,5,2,2,2,5,5,5,5,5,3,3,1,4,5,0,0,Satisfied
101883,90125,Female,Loyal Customer,42,Business Travel,Business,3994,3,3,3,3,2,5,5,5,5,5,5,3,5,5,0,0,Satisfied
11526,70489,Male,Loyal Customer,49,Business Travel,Business,3285,3,3,3,3,2,5,4,5,5,5,5,5,5,3,0,0,Satisfied
75729,74935,Female,Loyal Customer,45,Business Travel,Business,2475,1,1,1,1,3,4,4,4,4,4,4,4,4,5,0,0,Satisfied
12903,114734,Male,Loyal Customer,30,Business Travel,Business,308,5,5,3,5,4,4,4,4,5,5,4,4,5,4,62,61,Satisfied
53036,56535,Male,Loyal Customer,50,Business Travel,Business,1068,5,5,5,5,5,4,4,4,4,4,4,3,4,4,57,49,Satisfied
67479,7725,Female,Loyal Customer,60,Business Travel,Business,406,3,3,4,3,1,4,5,2,2,2,2,5,2,3,0,1,Satisfied
16952,16243,Female,Loyal Customer,44,Business Travel,Eco,748,4,2,2,2,3,2,4,4,4,4,4,1,4,2,0,0,Satisfied
31591,56560,Female,Loyal Customer,57,Business Travel,Business,2223,2,2,2,2,5,4,4,5,5,5,5,3,5,5,32,59,Satisfied
96608,54252,Female,Loyal Customer,37,Business Travel,Business,822,5,5,5,5,3,3,2,3,3,3,3,1,3,2,9,0,Satisfied
98464,41497,Male,Loyal Customer,56,Business Travel,Business,1428,4,4,4,4,4,2,3,5,5,5,5,5,5,5,5,16,Satisfied
47934,82617,Male,Loyal Customer,20,Personal Travel,Eco,528,5,4,5,2,2,5,2,2,3,5,4,3,5,2,5,28,Satisfied
21343,120267,Female,Loyal Customer,53,Business Travel,Business,1576,3,3,3,3,4,4,4,5,5,5,5,3,5,3,3,8,Satisfied
49986,57601,Female,Loyal Customer,52,Business Travel,Business,3302,1,1,2,1,5,4,4,5,5,5,5,4,5,5,0,0,Satisfied
90250,9566,Female,Loyal Customer,42,Business Travel,Business,283,5,5,5,5,4,4,,4,4,4,4,4,4,5,19,10,Satisfied
13951,76625,Male,Loyal Customer,55,Business Travel,Business,2222,4,3,4,4,1,4,3,4,4,4,3,4,4,5,0,0,Satisfied
582,90266,Female,Loyal Customer,16,Business Travel,Business,2899,5,5,5,5,4,4,4,3,5,5,5,4,3,4,220,212,Satisfied
94777,44936,Female,Loyal Customer,24,Business Travel,Business,397,2,2,2,2,5,5,5,5,1,1,1,1,2,5,7,13,Satisfied
87947,97539,Female,Loyal Customer,41,Business Travel,Business,675,4,4,4,4,3,4,4,5,5,5,5,3,5,5,0,0,Satisfied
76778,71636,Female,Loyal Customer,46,Personal Travel,Eco,1144,4,4,4,3,4,4,4,4,4,4,3,5,4,3,2,0,Satisfied
18486,41034,Male,Disloyal Customer,38,Business Travel,Business,1087,3,3,3,3,2,3,2,2,2,3,2,2,3,2,0,0,Neutral or Dissatisfied
7381,70094,Male,Loyal Customer,56,Business Travel,Business,2776,4,4,4,4,5,4,4,4,4,4,4,5,4,3,0,0,Satisfied
73174,73801,Male,Loyal Customer,39,Business Travel,Business,3815,1,1,1,1,2,4,4,5,5,5,5,5,5,4,0,0,Satisfied
79333,66018,Female,Loyal Customer,60,Business Travel,Business,1055,,5,5,5,5,5,5,4,4,5,4,4,4,4,0,0,Satisfied
4421,54903,Female,Loyal Customer,44,Personal Travel,Eco,934,1,5,1,4,4,5,4,1,1,1,1,5,1,5,0,4,Neutral or Dissatisfied
80185,39493,Male,Loyal Customer,23,Business Travel,Business,1368,4,1,4,4,4,4,4,4,5,1,2,2,3,4,0,0,Satisfied
40980,68751,Male,Loyal Customer,25,Business Travel,Business,926,2,2,2,2,5,5,5,5,5,2,5,3,5,5,16,10,Satisfied
2171,71408,Male,Loyal Customer,55,Business Travel,Eco,334,5,4,3,4,5,5,5,5,4,4,5,5,4,5,5,6,Satisfied
34801,35007,Female,Loyal Customer,50,Personal Travel,Eco,1182,1,4,1,3,5,4,4,1,1,1,1,4,1,3,0,0,Neutral or Dissatisfied
88562,81453,Female,Loyal Customer,,Business Travel,Business,3253,2,2,2,2,5,4,5,4,4,4,4,4,4,4,8,3,Satisfied
96678,129230,Female,Disloyal Customer,,Business Travel,Business,1464,5,5,5,3,5,5,5,5,4,4,5,4,5,5,0,0,Satisfied
21743,109588,Male,Loyal Customer,60,Business Travel,Business,3823,3,3,3,3,5,5,4,4,4,4,4,3,4,5,0,0,Satisfied
102194,114859,Female,Loyal Customer,52,Business Travel,Business,3554,2,2,2,2,5,5,5,4,4,4,4,4,4,3,7,1,Satisfied
5022,27727,Male,Loyal Customer,37,Business Travel,Business,1448,3,3,3,3,2,4,2,5,5,5,5,2,5,1,0,0,Satisfied
14097,94708,Male,Loyal Customer,40,Business Travel,Business,3143,3,3,4,3,2,5,5,5,5,5,5,4,5,3,4,2,Satisfied
82304,29430,Male,Loyal Customer,28,Business Travel,Business,2149,3,3,3,3,5,5,5,5,5,2,5,4,4,5,0,0,Satisfied
45944,65832,Male,Loyal Customer,39,Business Travel,Business,1389,4,4,4,4,2,5,5,4,4,4,4,5,4,3,65,44,Satisfied
33899,2281,Male,Loyal Customer,50,Business Travel,Business,690,,1,2,2,5,4,5,4,4,4,4,3,4,5,0,0,Satisfied
17394,21937,Male,Loyal Customer,43,Business Travel,Business,1755,2,2,2,2,5,3,4,5,5,5,5,2,5,2,0,0,Satisfied
79656,46451,Male,Loyal Customer,57,Business Travel,Business,125,4,4,4,4,5,5,4,4,4,4,5,3,4,5,0,0,Satisfied
101267,79264,Male,Loyal Customer,61,Personal Travel,Eco,1598,0,4,0,2,4,0,4,4,3,3,4,4,4,4,0,0,Satisfied
88953,2768,Male,Loyal Customer,,Business Travel,Business,1587,4,4,4,4,4,4,5,5,5,5,5,4,5,4,0,0,Satisfied
39268,8145,Female,Loyal Customer,57,Business Travel,Business,2607,1,1,1,1,4,5,4,4,4,4,4,4,4,5,0,0,Satisfied
39168,13870,Male,Loyal Customer,29,Business Travel,Business,667,3,3,5,3,5,3,3,4,1,4,5,3,4,3,133,140,Satisfied
27481,108319,Male,Loyal Customer,48,Business Travel,Business,1750,5,5,5,5,5,3,4,5,5,5,5,4,5,3,0,2,Satisfied
34724,88045,Female,Loyal Customer,58,Business Travel,Business,240,5,5,5,5,4,5,,4,4,4,4,3,4,4,0,0,Satisfied
13486,93916,Female,Loyal Customer,50,Business Travel,Business,3720,1,1,1,1,2,5,4,4,4,4,4,3,4,5,95,93,Satisfied
16015,88792,Female,Disloyal Customer,49,Business Travel,Business,240,5,5,5,2,3,5,3,3,5,2,4,5,5,3,10,0,Satisfied
21012,98729,Female,Loyal Customer,42,Business Travel,Business,1558,4,4,4,4,4,5,5,5,5,5,5,5,5,4,8,19,Satisfied
82911,88284,Female,Loyal Customer,41,Business Travel,Business,515,5,5,5,5,3,5,4,3,3,3,3,4,3,4,11,25,Satisfied
75403,8700,Male,Loyal Customer,61,Business Travel,Business,3883,2,4,4,4,5,4,3,2,2,2,2,2,2,2,0,13,Neutral or Dissatisfied
90454,53247,Female,Loyal Customer,23,Business Travel,Eco Plus,589,3,3,3,3,3,4,5,3,4,4,3,1,5,3,75,113,Satisfied
8724,115042,Female,Loyal Customer,55,Business Travel,Business,342,5,5,5,5,2,4,5,5,5,5,5,5,5,4,0,0,Satisfied
53088,126696,Male,Loyal Customer,40,Business Travel,Business,2521,,3,3,3,4,5,5,4,4,4,4,4,4,3,0,12,Satisfied
74479,53813,Female,Loyal Customer,48,Business Travel,Business,140,2,2,2,2,1,1,3,5,5,5,5,1,5,4,26,19,Satisfied
77671,81948,Female,Loyal Customer,53,Business Travel,Business,1522,3,3,5,3,5,5,4,5,5,4,5,5,5,5,0,0,Satisfied
49440,69114,Female,Disloyal Customer,43,Business Travel,Business,998,3,3,3,4,1,3,1,1,3,3,3,1,4,1,0,0,Neutral or Dissatisfied
50600,82077,Male,Loyal Customer,33,Business Travel,Business,1740,3,3,3,3,5,5,5,5,3,2,4,5,4,5,6,0,Satisfied
75543,109770,Female,Loyal Customer,17,Business Travel,Business,3607,4,4,4,4,4,4,4,4,3,2,4,5,5,4,21,15,Satisfied
87388,109290,Male,Loyal Customer,52,Business Travel,Business,3017,4,4,4,4,3,5,4,4,4,4,4,5,4,5,46,28,Satisfied
33790,36538,Male,Loyal Customer,38,Business Travel,Eco,1197,2,1,1,1,2,2,2,2,3,1,2,4,4,2,1,0,Satisfied
11550,60613,Female,Loyal Customer,22,Personal Travel,Eco,991,2,5,2,1,5,2,5,5,4,3,5,5,4,5,1,0,Neutral or Dissatisfied
103002,129433,Male,Disloyal Customer,26,Business Travel,Business,414,,4,4,5,2,4,2,2,4,2,5,5,5,2,0,0,Satisfied
46489,78075,Female,Loyal Customer,35,Business Travel,Business,2857,4,4,4,4,3,5,5,4,4,4,4,3,4,3,19,34,Satisfied
43855,102389,Female,Disloyal Customer,22,Business Travel,Eco,397,5,0,5,1,,5,5,3,4,4,5,3,3,3,70,75,Satisfied
64344,120666,Female,Loyal Customer,37,Business Travel,Business,280,0,0,0,3,5,5,5,5,5,2,2,3,5,4,0,7,Satisfied
57247,52570,Male,Loyal Customer,31,Business Travel,Business,3324,2,2,2,2,4,4,4,4,4,2,5,4,1,4,0,0,Satisfied
48495,57641,Female,Loyal Customer,44,Business Travel,Business,1767,0,5,0,1,5,5,4,5,5,5,5,3,5,3,0,0,Satisfied
11299,83379,Male,Loyal Customer,35,Personal Travel,Eco,1124,2,5,2,5,,2,3,3,4,3,5,4,5,3,0,0,Neutral or Dissatisfied
94865,63690,Male,Loyal Customer,39,Business Travel,Business,3170,1,1,3,1,2,2,2,4,2,4,5,2,5,2,350,318,Satisfied
41592,110346,Female,Loyal Customer,42,Business Travel,Business,2232,2,2,2,2,2,5,4,5,5,5,5,5,5,5,10,7,Satisfied
21060,4460,Female,Loyal Customer,59,Business Travel,Business,1005,1,1,1,1,2,4,,4,4,4,4,4,4,4,2,0,Satisfied
18794,66039,Female,Loyal Customer,32,Business Travel,Business,3629,2,2,5,2,5,5,5,5,5,4,5,5,4,5,1,1,Satisfied
53410,72569,Male,Loyal Customer,44,Business Travel,Business,3113,2,2,2,2,4,5,5,4,4,4,4,1,4,1,3,0,Satisfied
60571,8062,Female,Loyal Customer,35,Business Travel,Business,2162,3,3,3,3,2,4,4,5,5,5,5,4,5,4,0,12,Satisfied
56835,69369,Female,Loyal Customer,16,Business Travel,Eco,1096,3,4,4,4,3,3,3,3,3,3,3,4,4,3,29,39,Neutral or Dissatisfied
17937,37717,Female,Loyal Customer,48,Personal Travel,Eco,1069,3,4,3,3,4,4,4,3,3,3,3,5,3,4,43,24,Neutral or Dissatisfied
60227,68766,Female,Loyal Customer,53,Business Travel,Business,2396,5,5,5,5,2,5,5,4,4,4,4,5,4,3,13,23,Satisfied
89290,64145,Female,Disloyal Customer,47,Business Travel,Business,989,4,4,4,2,4,4,4,4,4,5,5,4,4,4,0,0,Satisfied
13464,69802,Male,Loyal Customer,59,Business Travel,Business,1345,2,2,2,2,5,5,5,5,5,5,5,3,5,4,9,0,Satisfied
41607,113463,Female,Disloyal Customer,17,Business Travel,Eco,197,,4,0,3,5,0,4,5,4,4,4,3,4,5,0,0,Satisfied
50284,5046,Female,Loyal Customer,51,Business Travel,Business,3437,0,5,0,4,5,5,5,5,5,5,2,4,5,4,1,2,Satisfied
100590,59301,Female,Loyal Customer,42,Business Travel,Business,2367,3,3,3,3,3,3,5,4,4,4,4,3,4,3,26,3,Satisfied
2361,37246,Male,Loyal Customer,43,Personal Travel,Business,1005,3,3,3,3,5,3,4,2,2,3,2,3,2,3,0,0,Neutral or Dissatisfied
13604,80708,Male,Loyal Customer,54,Business Travel,Business,874,4,4,4,4,4,5,5,4,4,4,4,3,4,5,0,33,Satisfied
43705,26504,Female,Loyal Customer,45,Business Travel,Business,2741,2,2,2,2,5,5,1,4,4,4,4,5,4,1,0,0,Satisfied
92944,104477,Female,Loyal Customer,,Personal Travel,Eco,1671,4,4,5,3,5,5,1,3,3,5,3,5,3,1,1,0,Neutral or Dissatisfied
101672,64483,Male,Loyal Customer,,Business Travel,Business,551,1,1,1,1,2,5,5,4,4,4,4,4,4,4,4,8,Satisfied
101565,86236,Female,Loyal Customer,,Personal Travel,Eco,356,0,5,0,2,0,5,5,5,3,5,5,5,4,5,178,163,Satisfied
10668,441,Male,Loyal Customer,31,Personal Travel,Business,229,5,5,5,4,5,5,5,5,3,2,4,4,5,5,0,0,Satisfied
52914,57450,Female,Loyal Customer,57,Business Travel,Business,334,0,0,0,1,5,5,5,5,5,5,5,5,5,5,0,0,Satisfied
90381,77868,Female,Loyal Customer,49,Business Travel,Business,1404,4,4,4,4,5,4,4,5,5,5,5,4,5,4,2,0,Satisfied
97007,9033,Male,Loyal Customer,50,Business Travel,Business,160,2,2,2,2,2,5,,5,5,5,5,4,5,4,65,67,Satisfied
74702,50195,Female,Loyal Customer,37,Business Travel,Eco,266,4,2,2,2,4,4,4,4,2,4,2,2,1,4,0,0,Satisfied
34559,123087,Female,Loyal Customer,58,Business Travel,Business,2376,3,3,3,3,5,4,4,5,5,5,5,3,5,4,75,80,Satisfied
61491,104721,Male,Loyal Customer,39,Business Travel,Business,1342,1,1,1,1,2,4,5,5,5,5,5,4,5,3,0,0,Satisfied
72366,55354,Male,Loyal Customer,54,Business Travel,Business,678,4,4,4,4,5,4,5,4,4,5,4,3,4,4,0,0,Satisfied
66504,114573,Female,Loyal Customer,57,Business Travel,Business,446,4,4,4,4,2,4,5,2,2,2,2,3,2,5,0,2,Satisfied
82834,54135,Female,Loyal Customer,44,Business Travel,Business,1400,1,1,5,1,5,5,5,4,4,4,4,4,4,4,0,0,Satisfied
98528,43284,Female,Loyal Customer,58,Business Travel,Eco,463,4,4,4,4,4,1,1,4,4,4,4,4,4,3,0,0,Satisfied
92204,38443,Male,Disloyal Customer,27,Business Travel,Eco,588,3,2,3,3,4,3,4,4,2,1,3,1,3,4,15,14,Neutral or Dissatisfied
65773,642,Female,Loyal Customer,52,Business Travel,Business,2216,1,1,1,1,2,5,5,4,4,4,5,4,4,3,0,3,Satisfied
30527,104448,Male,Loyal Customer,44,Business Travel,Business,2959,4,4,5,4,2,4,5,4,4,4,4,5,4,3,34,20,Satisfied
79755,51537,Male,Loyal Customer,54,Business Travel,Eco,370,4,5,5,5,4,4,4,4,4,4,5,4,4,4,0,0,Satisfied
37786,43550,Female,Loyal Customer,35,Business Travel,Business,438,1,1,1,1,2,1,5,5,5,5,5,4,5,3,0,0,Satisfied
98772,17677,Male,Loyal Customer,52,Personal Travel,Eco Plus,282,2,0,2,2,5,2,5,5,5,3,5,3,5,5,86,79,Neutral or Dissatisfied
38697,33328,Male,Loyal Customer,26,Business Travel,Eco,2355,0,3,0,1,2,0,3,2,5,2,5,3,3,2,0,0,Satisfied
23314,82998,Male,Disloyal Customer,18,Business Travel,Business,957,0,0,0,1,2,0,2,2,3,3,5,4,5,2,0,0,Satisfied
92882,17643,Male,Loyal Customer,,Business Travel,Business,2747,1,1,1,1,5,5,2,4,4,4,4,5,4,3,28,27,Satisfied
79694,42207,Female,Loyal Customer,41,Business Travel,Business,3500,2,1,2,2,2,4,1,4,4,4,4,4,4,2,0,0,Satisfied
71975,99111,Female,Disloyal Customer,36,Business Travel,Eco,237,2,0,2,2,4,2,4,4,3,1,2,4,3,4,13,1,Neutral or Dissatisfied
58088,103743,Male,Loyal Customer,43,Business Travel,Business,405,1,1,1,1,4,5,4,5,5,5,5,3,5,5,0,0,Satisfied
97761,40714,Male,Loyal Customer,39,Business Travel,Business,2828,1,1,1,1,,2,4,4,4,3,4,1,4,1,75,58,Satisfied
5711,45901,Male,Loyal Customer,29,Business Travel,Business,3139,2,2,2,2,5,5,5,5,2,2,2,1,5,5,40,26,Satisfied
69983,56112,Male,Loyal Customer,46,Business Travel,Business,1400,2,2,5,2,2,5,5,4,4,4,4,5,4,3,0,4,Satisfied
23955,124379,Male,Loyal Customer,39,Personal Travel,Eco,808,5,1,5,4,5,5,5,5,1,1,3,1,4,5,0,0,Satisfied
97772,79921,Male,Disloyal Customer,21,Business Travel,Eco,950,2,3,3,5,3,3,3,3,3,4,5,3,4,3,0,0,Neutral or Dissatisfied
4189,23210,Female,Loyal Customer,34,Business Travel,Business,2101,3,3,1,3,4,3,5,5,5,5,5,1,5,5,0,0,Satisfied
103230,57520,Female,Loyal Customer,42,Business Travel,Business,3191,5,5,5,5,,5,4,4,4,4,4,4,4,4,0,0,Satisfied
89691,67371,Female,Loyal Customer,42,Business Travel,Business,641,4,4,4,4,2,4,4,5,5,5,5,3,5,3,0,2,Satisfied
20519,48210,Female,Loyal Customer,25,Personal Travel,Eco,173,4,5,4,2,3,4,3,3,1,2,1,5,5,3,0,0,Satisfied
1356,125834,Male,Loyal Customer,28,Business Travel,Business,2597,1,1,1,1,5,5,5,5,4,5,4,3,5,5,6,1,Satisfied
47410,38351,Male,Loyal Customer,45,Business Travel,Business,3038,2,2,2,2,5,3,2,4,4,4,4,5,4,2,0,0,Satisfied
7172,96426,Male,Loyal Customer,53,Business Travel,Business,302,1,1,1,1,4,4,,4,4,4,4,3,4,5,68,64,Satisfied
100078,118459,Male,Loyal Customer,46,Business Travel,Business,451,1,1,1,1,5,5,4,4,4,5,4,3,4,3,35,28,Satisfied
57672,8423,Female,Loyal Customer,43,Business Travel,Business,3150,3,3,3,3,5,5,5,5,5,5,5,4,5,4,0,0,Satisfied
6659,40354,Female,Loyal Customer,32,Personal Travel,Eco,1428,1,5,1,1,5,1,5,5,4,2,3,4,5,5,11,5,Neutral or Dissatisfied
82456,54511,Female,Loyal Customer,40,Business Travel,Eco,525,4,3,2,3,4,4,4,4,5,3,2,4,4,4,0,0,Satisfied
20659,66957,Female,Loyal Customer,,Business Travel,Business,2147,2,2,2,2,3,4,5,4,4,4,4,5,4,4,0,0,Satisfied
77318,66451,Female,Loyal Customer,55,Business Travel,Business,2242,4,4,4,4,4,5,4,5,5,5,5,1,5,3,35,32,Satisfied
28257,88436,Female,Loyal Customer,23,Business Travel,Business,1802,4,1,1,1,4,4,4,4,4,1,3,2,4,4,0,0,Neutral or Dissatisfied
47403,108216,Male,Disloyal Customer,57,Business Travel,Business,777,5,5,5,2,2,5,2,2,3,2,4,5,5,2,0,0,Satisfied
65538,63874,Male,Loyal Customer,31,Business Travel,Business,2278,2,2,2,2,2,2,2,2,3,2,5,3,4,2,33,23,Satisfied
35235,74043,Female,Loyal Customer,39,Business Travel,Business,1194,1,1,1,1,3,5,,5,5,5,5,5,5,4,1,0,Satisfied
99931,22371,Female,Loyal Customer,,Business Travel,Eco,83,0,0,0,3,4,0,4,4,4,1,2,1,4,4,0,0,Satisfied
87719,45044,Female,Loyal Customer,25,Business Travel,Eco,342,5,4,4,4,5,5,5,5,3,1,2,4,1,5,37,33,Satisfied
146,68886,Male,Loyal Customer,46,Business Travel,Business,1786,1,1,1,1,3,5,5,5,5,5,5,5,5,3,1,7,Satisfied
100665,128047,Male,Loyal Customer,55,Business Travel,Business,2542,5,3,5,5,2,5,5,4,4,4,4,5,4,5,0,8,Satisfied
3426,18771,Female,Disloyal Customer,21,Business Travel,Business,448,4,2,4,5,2,4,2,2,4,4,5,3,5,2,0,0,Satisfied
14413,40649,Female,Disloyal Customer,22,Business Travel,Business,584,5,0,5,4,2,5,3,2,4,5,4,4,5,2,0,0,Satisfied
29821,8199,Male,Disloyal Customer,37,Business Travel,Eco,335,4,3,4,1,1,4,1,1,3,2,5,1,4,1,1,2,Satisfied
15068,53805,Male,Loyal Customer,43,Business Travel,Eco,191,5,2,2,2,5,5,5,5,3,3,5,1,3,5,12,4,Satisfied
103084,82639,Female,Loyal Customer,48,Business Travel,Eco Plus,128,4,2,2,2,2,1,2,4,4,4,4,2,4,5,0,0,Satisfied
78044,13089,Male,Loyal Customer,49,Business Travel,Business,2100,1,1,1,1,3,2,1,4,4,4,4,3,4,2,4,0,Satisfied
71459,33753,Male,Loyal Customer,36,Business Travel,Business,3233,0,0,0,3,5,5,1,3,3,3,3,4,3,3,0,9,Satisfied
6475,111248,Female,Loyal Customer,56,Business Travel,Business,1849,1,1,1,1,3,5,5,5,5,5,5,3,5,4,11,0,Satisfied
51911,70497,Female,Loyal Customer,41,Business Travel,Eco,467,3,1,5,5,3,3,3,3,1,5,2,1,2,3,0,27,Satisfied
27680,61622,Male,Loyal Customer,51,Business Travel,Business,1346,3,3,3,3,5,5,4,4,4,4,4,3,4,3,0,0,Satisfied
10000,128155,Male,Loyal Customer,55,Business Travel,Business,1788,4,4,4,4,4,4,5,4,4,4,4,5,4,4,0,0,Satisfied
4708,21029,Female,Loyal Customer,34,Business Travel,Business,106,4,4,4,4,3,5,1,4,4,4,5,4,4,5,0,3,Satisfied
83798,28261,Male,Loyal Customer,,Personal Travel,Eco,1542,4,4,3,4,3,3,3,3,5,5,4,5,4,3,0,0,Neutral or Dissatisfied
60386,73678,Female,Loyal Customer,35,Business Travel,Business,1753,0,5,0,1,4,4,4,5,5,5,5,3,5,4,0,0,Satisfied
99105,105537,Male,Loyal Customer,59,Business Travel,Business,611,5,5,5,5,2,5,5,4,4,4,4,4,4,3,0,0,Satisfied
91464,30779,Male,Loyal Customer,65,Business Travel,Business,3987,2,2,2,2,3,1,2,4,4,4,4,5,4,1,21,25,Satisfied
82400,97422,Male,Loyal Customer,28,Personal Travel,Eco,587,4,4,3,2,2,3,2,2,5,5,4,3,4,2,1,0,Neutral or Dissatisfied
100610,58390,Female,Disloyal Customer,30,Business Travel,Business,733,4,4,4,2,5,4,5,5,4,3,4,3,4,5,36,29,Satisfied
94974,76193,Female,Loyal Customer,13,Business Travel,Business,2422,1,1,1,1,3,2,3,3,4,3,3,4,4,3,0,0,Satisfied
11677,11462,Female,Loyal Customer,50,Business Travel,Business,166,4,4,4,4,5,4,5,5,5,5,5,4,5,3,0,0,Satisfied
67337,29530,Male,Loyal Customer,21,Personal Travel,Eco,1009,1,3,1,5,5,1,5,5,5,3,4,2,5,5,4,0,Neutral or Dissatisfied
60435,97044,Female,Loyal Customer,41,Personal Travel,Business,1476,4,4,4,5,5,5,4,1,1,4,1,4,1,4,57,45,Satisfied
72837,10660,Female,Loyal Customer,45,Business Travel,Business,2394,4,4,4,4,,4,5,4,4,4,4,3,4,5,0,0,Satisfied
70238,58798,Male,Loyal Customer,53,Business Travel,Business,797,3,3,3,3,1,4,5,3,3,3,3,1,3,4,5,3,Satisfied
7478,114607,Female,Loyal Customer,54,Business Travel,Business,342,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,0,Satisfied
25668,119921,Male,Loyal Customer,29,Business Travel,Business,2798,5,5,5,5,4,5,4,4,3,3,4,3,4,4,0,3,Satisfied
76333,102828,Male,Loyal Customer,51,Business Travel,Business,3288,2,2,2,2,5,5,5,3,3,5,4,5,5,5,152,156,Satisfied
74210,75208,Male,Loyal Customer,54,Business Travel,Business,1829,2,2,2,2,5,4,5,4,4,4,4,3,4,5,0,0,Satisfied
58149,78486,Female,Disloyal Customer,22,Business Travel,Business,666,5,0,5,2,5,5,5,5,3,3,5,4,5,5,0,0,Satisfied
67317,88986,Male,Loyal Customer,46,Personal Travel,Eco,1199,2,4,2,3,5,2,5,5,5,2,3,4,4,5,0,0,Neutral or Dissatisfied
6177,65206,Male,Loyal Customer,60,Business Travel,Business,1880,3,3,3,3,4,4,5,5,5,5,5,3,5,3,0,0,Satisfied
44259,41483,Male,Loyal Customer,36,Business Travel,Eco,1242,3,4,4,4,3,5,3,3,4,5,2,5,1,3,0,20,Satisfied
11651,41501,Male,Loyal Customer,30,Business Travel,Business,1504,2,2,2,2,4,4,4,4,1,1,1,2,2,4,0,0,Satisfied
91677,84791,Female,Loyal Customer,26,Business Travel,Business,3911,2,2,2,2,5,5,5,5,3,5,4,4,4,5,0,0,Satisfied
84151,57726,Female,Loyal Customer,40,Business Travel,Business,1754,3,1,3,3,4,5,5,5,5,5,5,4,5,4,8,0,Satisfied
10404,74393,Male,Disloyal Customer,22,Business Travel,Business,1126,4,1,4,4,5,4,4,5,4,5,5,3,4,5,0,9,Satisfied
90261,86747,Female,Loyal Customer,30,Business Travel,Business,821,4,4,4,4,5,5,5,5,4,2,4,4,5,5,0,0,Satisfied
35233,860,Female,Loyal Customer,56,Business Travel,Business,247,3,5,5,5,4,4,4,3,3,4,3,3,3,2,9,5,Neutral or Dissatisfied
57775,79462,Female,Loyal Customer,73,Business Travel,Eco,783,4,5,5,5,4,1,4,4,4,4,4,2,4,3,0,0,Satisfied
71068,23813,Female,Loyal Customer,26,Personal Travel,Eco,304,5,4,5,3,5,5,2,5,4,2,4,3,4,5,0,0,Satisfied
39118,39338,Male,Loyal Customer,33,Business Travel,Business,3942,3,3,3,3,4,4,4,4,4,5,5,3,5,4,0,0,Satisfied
62011,25234,Male,Loyal Customer,60,Personal Travel,Eco,919,4,5,4,2,4,4,4,4,4,2,4,4,4,4,0,0,Satisfied
20829,49583,Male,Loyal Customer,39,Business Travel,Eco,308,5,2,2,2,5,5,5,5,3,5,1,2,2,5,0,3,Satisfied
51151,690,Female,Loyal Customer,,Business Travel,Business,164,0,4,0,4,5,5,5,4,4,4,4,4,4,4,0,0,Satisfied
47102,113237,Male,Loyal Customer,34,Personal Travel,Business,236,1,4,1,3,5,4,4,1,1,1,1,3,1,4,0,0,Neutral or Dissatisfied
38009,103578,Female,Loyal Customer,60,Personal Travel,Eco,689,0,5,1,4,5,5,4,3,3,1,3,3,3,5,0,0,Satisfied
86573,117646,Male,Loyal Customer,47,Business Travel,Business,2363,1,1,4,1,3,5,5,4,4,4,4,3,4,3,43,39,Satisfied
13470,112570,Male,Loyal Customer,52,Business Travel,Business,3875,2,2,2,2,2,4,5,4,4,4,4,3,4,4,3,0,Satisfied
66033,119638,Female,Loyal Customer,54,Business Travel,Business,1727,4,4,4,4,4,5,4,3,3,4,3,3,3,5,0,0,Satisfied
58457,109811,Male,Loyal Customer,36,Business Travel,Business,2596,3,3,5,3,2,4,5,4,4,4,4,5,4,4,4,0,Satisfied
12770,36833,Female,Loyal Customer,44,Business Travel,Eco,369,4,4,4,4,3,2,3,4,4,4,4,1,4,1,0,0,Satisfied
47983,5790,Male,Disloyal Customer,38,Business Travel,Business,273,4,4,4,3,5,4,5,5,3,5,4,5,4,5,0,0,Satisfied
93949,10693,Male,Loyal Customer,46,Business Travel,Business,308,3,3,3,3,3,5,5,4,4,4,4,4,4,5,4,0,Satisfied
43178,97337,Male,Loyal Customer,49,Business Travel,Business,2245,2,2,3,2,3,5,5,5,5,5,5,5,5,5,34,39,Satisfied
33763,32263,Female,Loyal Customer,41,Business Travel,Business,102,5,5,5,5,3,1,1,5,5,5,4,5,5,5,0,0,Satisfied
1868,61749,Female,Loyal Customer,29,Personal Travel,Eco,1464,5,5,5,3,4,5,4,4,5,5,5,4,4,4,30,6,Satisfied
92715,126428,Male,Loyal Customer,37,Business Travel,Eco Plus,468,5,1,1,1,5,5,5,5,2,3,3,3,1,5,0,0,Satisfied
